"Precinct","DATE","n"
61,2014-01-17,12
62,2014-01-17,11
63,2014-01-17,2
66,2014-01-17,3
67,2014-01-17,7
68,2014-01-17,8
69,2014-01-17,3
70,2014-01-17,6
71,2014-01-17,5
72,2014-01-17,8
73,2014-01-17,2
75,2014-01-17,13
76,2014-01-17,6
77,2014-01-17,1
78,2014-01-17,4
79,2014-01-17,10
81,2014-01-17,4
83,2014-01-17,6
84,2014-01-17,8
88,2014-01-17,0
90,2014-01-17,12
94,2014-01-17,1
100,2014-01-17,2
101,2014-01-17,3
102,2014-01-17,9
103,2014-01-17,10
104,2014-01-17,6
105,2014-01-17,13
106,2014-01-17,9
107,2014-01-17,9
108,2014-01-17,10
109,2014-01-17,20
110,2014-01-17,11
111,2014-01-17,6
112,2014-01-17,8
113,2014-01-17,11
114,2014-01-17,15
115,2014-01-17,11
120,2014-01-17,6
121,2014-01-17,6
122,2014-01-17,15
123,2014-01-17,6
1,2014-01-18,4
5,2014-01-18,2
6,2014-01-18,3
7,2014-01-18,1
9,2014-01-18,5
10,2014-01-18,5
13,2014-01-18,4
14,2014-01-18,8
17,2014-01-18,6
18,2014-01-18,10
19,2014-01-18,16
20,2014-01-18,4
22,2014-01-18,0
23,2014-01-18,5
24,2014-01-18,1
25,2014-01-18,2
26,2014-01-18,0
28,2014-01-18,0
30,2014-01-18,1
32,2014-01-18,1
33,2014-01-18,1
34,2014-01-18,4
40,2014-01-18,4
41,2014-01-18,5
42,2014-01-18,5
43,2014-01-18,3
44,2014-01-18,1
45,2014-01-18,5
46,2014-01-18,2
47,2014-01-18,6
48,2014-01-18,5
49,2014-01-18,6
50,2014-01-18,2
52,2014-01-18,3
60,2014-01-18,3
61,2014-01-18,5
62,2014-01-18,9
63,2014-01-18,6
66,2014-01-18,3
67,2014-01-18,7
68,2014-01-18,9
69,2014-01-18,4
70,2014-01-18,4
71,2014-01-18,4
72,2014-01-18,4
73,2014-01-18,6
75,2014-01-18,10
76,2014-01-18,1
77,2014-01-18,4
78,2014-01-18,6
79,2014-01-18,4
81,2014-01-18,3
83,2014-01-18,3
84,2014-01-18,3
88,2014-01-18,2
90,2014-01-18,11
94,2014-01-18,4
100,2014-01-18,1
101,2014-01-18,1
102,2014-01-18,4
103,2014-01-18,2
104,2014-01-18,12
105,2014-01-18,11
106,2014-01-18,6
107,2014-01-18,8
108,2014-01-18,5
109,2014-01-18,7
110,2014-01-18,10
111,2014-01-18,4
112,2014-01-18,4
113,2014-01-18,6
114,2014-01-18,11
115,2014-01-18,9
120,2014-01-18,6
121,2014-01-18,1
122,2014-01-18,11
123,2014-01-18,5
1,2014-01-19,4
5,2014-01-19,3
6,2014-01-19,2
7,2014-01-19,1
9,2014-01-19,4
10,2014-01-19,4
13,2014-01-19,7
14,2014-01-19,2
17,2014-01-19,7
18,2014-01-19,5
19,2014-01-19,8
20,2014-01-19,4
22,2014-01-19,0
23,2014-01-19,0
24,2014-01-19,5
25,2014-01-19,8
26,2014-01-19,0
28,2014-01-19,3
30,2014-01-19,1
32,2014-01-19,1
33,2014-01-19,2
34,2014-01-19,1
40,2014-01-19,5
41,2014-01-19,2
42,2014-01-19,4
43,2014-01-19,1
44,2014-01-19,2
45,2014-01-19,5
46,2014-01-19,3
47,2014-01-19,8
48,2014-01-19,1
49,2014-01-19,2
50,2014-01-19,2
52,2014-01-19,2
60,2014-01-19,1
61,2014-01-19,5
62,2014-01-19,7
63,2014-01-19,5
66,2014-01-19,7
67,2014-01-19,8
68,2014-01-19,4
69,2014-01-19,4
70,2014-01-19,3
71,2014-01-19,1
72,2014-01-19,3
73,2014-01-19,2
75,2014-01-19,13
76,2014-01-19,1
77,2014-01-19,3
78,2014-01-19,2
79,2014-01-19,1
81,2014-01-19,2
83,2014-01-19,2
84,2014-01-19,3
88,2014-01-19,2
90,2014-01-19,2
94,2014-01-19,4
100,2014-01-19,1
101,2014-01-19,4
102,2014-01-19,4
103,2014-01-19,4
104,2014-01-19,4
105,2014-01-19,10
106,2014-01-19,6
107,2014-01-19,4
108,2014-01-19,9
109,2014-01-19,11
110,2014-01-19,12
111,2014-01-19,2
112,2014-01-19,8
113,2014-01-19,5
114,2014-01-19,9
115,2014-01-19,5
120,2014-01-19,1
121,2014-01-19,2
122,2014-01-19,10
123,2014-01-19,6
1,2014-01-20,4
5,2014-01-20,5
6,2014-01-20,6
7,2014-01-20,1
9,2014-01-20,2
10,2014-01-20,3
13,2014-01-20,4
14,2014-01-20,8
17,2014-01-20,7
18,2014-01-20,4
19,2014-01-20,11
20,2014-01-20,3
22,2014-01-20,0
23,2014-01-20,3
24,2014-01-20,1
25,2014-01-20,1
26,2014-01-20,1
28,2014-01-20,2
30,2014-01-20,0
32,2014-01-20,2
33,2014-01-20,2
34,2014-01-20,0
40,2014-01-20,2
41,2014-01-20,4
42,2014-01-20,0
43,2014-01-20,3
44,2014-01-20,2
45,2014-01-20,3
46,2014-01-20,3
47,2014-01-20,5
48,2014-01-20,5
49,2014-01-20,4
50,2014-01-20,3
52,2014-01-20,2
60,2014-01-20,1
61,2014-01-20,5
62,2014-01-20,5
63,2014-01-20,4
66,2014-01-20,10
67,2014-01-20,6
68,2014-01-20,2
69,2014-01-20,1
70,2014-01-20,5
71,2014-01-20,0
72,2014-01-20,7
73,2014-01-20,0
75,2014-01-20,7
76,2014-01-20,0
77,2014-01-20,1
78,2014-01-20,7
79,2014-01-20,0
81,2014-01-20,1
83,2014-01-20,1
84,2014-01-20,6
88,2014-01-20,0
90,2014-01-20,8
94,2014-01-20,2
100,2014-01-20,0
101,2014-01-20,1
102,2014-01-20,7
103,2014-01-20,6
104,2014-01-20,4
105,2014-01-20,14
106,2014-01-20,3
107,2014-01-20,6
108,2014-01-20,6
109,2014-01-20,8
110,2014-01-20,7
111,2014-01-20,13
112,2014-01-20,5
113,2014-01-20,5
114,2014-01-20,3
115,2014-01-20,8
120,2014-01-20,6
121,2014-01-20,1
122,2014-01-20,6
123,2014-01-20,4
1,2014-01-21,6
5,2014-01-21,10
6,2014-01-21,5
7,2014-01-21,4
9,2014-01-21,5
10,2014-01-21,18
13,2014-01-21,22
14,2014-01-21,6
17,2014-01-21,11
18,2014-01-21,14
19,2014-01-21,18
20,2014-01-21,8
22,2014-01-21,2
23,2014-01-21,4
24,2014-01-21,4
25,2014-01-21,7
26,2014-01-21,4
28,2014-01-21,6
30,2014-01-21,9
32,2014-01-21,6
33,2014-01-21,5
34,2014-01-21,6
40,2014-01-21,9
41,2014-01-21,11
42,2014-01-21,13
43,2014-01-21,12
44,2014-01-21,12
45,2014-01-21,8
46,2014-01-21,12
47,2014-01-21,28
48,2014-01-21,13
49,2014-01-21,8
50,2014-01-21,11
52,2014-01-21,10
60,2014-01-21,5
61,2014-01-21,14
62,2014-01-21,16
63,2014-01-21,11
66,2014-01-21,16
67,2014-01-21,21
68,2014-01-21,21
69,2014-01-21,12
70,2014-01-21,16
71,2014-01-21,12
72,2014-01-21,15
73,2014-01-21,11
75,2014-01-21,26
76,2014-01-21,0
77,2014-01-21,7
78,2014-01-21,4
79,2014-01-21,10
81,2014-01-21,1
83,2014-01-21,13
84,2014-01-21,4
88,2014-01-21,7
90,2014-01-21,20
94,2014-01-21,6
100,2014-01-21,0
101,2014-01-21,2
102,2014-01-21,26
103,2014-01-21,19
104,2014-01-21,15
105,2014-01-21,31
106,2014-01-21,18
107,2014-01-21,33
108,2014-01-21,29
109,2014-01-21,33
110,2014-01-21,12
111,2014-01-21,10
112,2014-01-21,8
113,2014-01-21,24
114,2014-01-21,16
115,2014-01-21,24
120,2014-01-21,28
121,2014-01-21,3
122,2014-01-21,17
123,2014-01-21,16
1,2014-01-22,10
5,2014-01-22,5
6,2014-01-22,2
7,2014-01-22,3
9,2014-01-22,4
10,2014-01-22,6
13,2014-01-22,14
14,2014-01-22,19
17,2014-01-22,8
18,2014-01-22,14
19,2014-01-22,15
20,2014-01-22,0
22,2014-01-22,1
23,2014-01-22,1
24,2014-01-22,4
25,2014-01-22,3
26,2014-01-22,0
28,2014-01-22,2
30,2014-01-22,1
32,2014-01-22,3
33,2014-01-22,1
34,2014-01-22,6
40,2014-01-22,2
41,2014-01-22,2
42,2014-01-22,1
43,2014-01-22,5
44,2014-01-22,3
45,2014-01-22,2
46,2014-01-22,3
47,2014-01-22,8
48,2014-01-22,2
49,2014-01-22,5
50,2014-01-22,1
52,2014-01-22,2
60,2014-01-22,5
61,2014-01-22,14
62,2014-01-22,9
63,2014-01-22,11
66,2014-01-22,7
67,2014-01-22,9
68,2014-01-22,15
69,2014-01-22,3
70,2014-01-22,3
71,2014-01-22,6
72,2014-01-22,7
73,2014-01-22,3
75,2014-01-22,15
76,2014-01-22,1
77,2014-01-22,3
78,2014-01-22,6
79,2014-01-22,3
81,2014-01-22,0
83,2014-01-22,7
84,2014-01-22,3
88,2014-01-22,2
90,2014-01-22,7
94,2014-01-22,5
100,2014-01-22,1
101,2014-01-22,1
102,2014-01-22,6
103,2014-01-22,7
104,2014-01-22,13
105,2014-01-22,10
106,2014-01-22,8
107,2014-01-22,7
108,2014-01-22,7
109,2014-01-22,12
110,2014-01-22,3
111,2014-01-22,4
112,2014-01-22,10
113,2014-01-22,5
114,2014-01-22,8
115,2014-01-22,9
120,2014-01-22,7
121,2014-01-22,1
122,2014-01-22,10
123,2014-01-22,5
1,2014-01-23,11
5,2014-01-23,2
6,2014-01-23,3
7,2014-01-23,3
9,2014-01-23,4
10,2014-01-23,6
13,2014-01-23,11
14,2014-01-23,14
17,2014-01-23,16
18,2014-01-23,20
19,2014-01-23,15
20,2014-01-23,3
22,2014-01-23,3
23,2014-01-23,4
24,2014-01-23,3
25,2014-01-23,6
26,2014-01-23,2
28,2014-01-23,3
30,2014-01-23,2
32,2014-01-23,1
33,2014-01-23,10
34,2014-01-23,2
40,2014-01-23,5
41,2014-01-23,3
42,2014-01-23,8
43,2014-01-23,9
44,2014-01-23,6
45,2014-01-23,4
46,2014-01-23,4
47,2014-01-23,10
48,2014-01-23,1
49,2014-01-23,4
50,2014-01-23,3
52,2014-01-23,7
60,2014-01-23,5
61,2014-01-23,1
62,2014-01-23,5
63,2014-01-23,6
66,2014-01-23,13
67,2014-01-23,10
68,2014-01-23,9
69,2014-01-23,4
70,2014-01-23,6
71,2014-01-23,11
72,2014-01-23,8
73,2014-01-23,2
75,2014-01-23,9
76,2014-01-23,3
77,2014-01-23,9
78,2014-01-23,6
79,2014-01-23,4
81,2014-01-23,5
83,2014-01-23,4
84,2014-01-23,2
88,2014-01-23,2
90,2014-01-23,5
94,2014-01-23,5
100,2014-01-23,0
101,2014-01-23,2
102,2014-01-23,9
103,2014-01-23,11
104,2014-01-23,12
105,2014-01-23,12
106,2014-01-23,7
107,2014-01-23,12
108,2014-01-23,14
109,2014-01-23,10
110,2014-01-23,13
111,2014-01-23,7
112,2014-01-23,8
113,2014-01-23,6
114,2014-01-23,8
115,2014-01-23,5
120,2014-01-23,13
121,2014-01-23,1
122,2014-01-23,17
123,2014-01-23,4
1,2014-01-24,5
5,2014-01-24,5
6,2014-01-24,3
7,2014-01-24,4
9,2014-01-24,0
10,2014-01-24,12
13,2014-01-24,11
14,2014-01-24,15
17,2014-01-24,13
18,2014-01-24,9
19,2014-01-24,23
20,2014-01-24,5
22,2014-01-24,2
23,2014-01-24,8
24,2014-01-24,1
25,2014-01-24,7
26,2014-01-24,3
28,2014-01-24,4
30,2014-01-24,0
32,2014-01-24,6
33,2014-01-24,7
34,2014-01-24,3
40,2014-01-24,2
41,2014-01-24,5
42,2014-01-24,1
43,2014-01-24,8
44,2014-01-24,4
45,2014-01-24,8
46,2014-01-24,6
47,2014-01-24,15
48,2014-01-24,1
49,2014-01-24,2
50,2014-01-24,11
52,2014-01-24,8
60,2014-01-24,6
61,2014-01-24,8
62,2014-01-24,9
63,2014-01-24,7
66,2014-01-24,8
67,2014-01-24,8
68,2014-01-24,9
69,2014-01-24,4
70,2014-01-24,9
71,2014-01-24,7
72,2014-01-24,12
73,2014-01-24,5
75,2014-01-24,11
76,2014-01-24,3
77,2014-01-24,9
78,2014-01-24,2
79,2014-01-24,7
81,2014-01-24,2
83,2014-01-24,5
84,2014-01-24,13
88,2014-01-24,3
90,2014-01-24,10
94,2014-01-24,4
100,2014-01-24,4
101,2014-01-24,2
102,2014-01-24,12
103,2014-01-24,9
104,2014-01-24,8
105,2014-01-24,15
106,2014-01-24,8
107,2014-01-24,12
108,2014-01-24,12
109,2014-01-24,15
110,2014-01-24,11
111,2014-01-24,8
112,2014-01-24,9
113,2014-01-24,9
114,2014-01-24,11
115,2014-01-24,11
120,2014-01-24,9
121,2014-01-24,6
122,2014-01-24,16
123,2014-01-24,7
1,2014-01-25,2
5,2014-01-25,1
6,2014-01-25,3
7,2014-01-25,6
9,2014-01-25,5
10,2014-01-25,3
13,2014-01-25,10
14,2014-01-25,8
17,2014-01-25,4
18,2014-01-25,10
19,2014-01-25,11
20,2014-01-25,5
22,2014-01-25,0
23,2014-01-25,5
24,2014-01-25,2
25,2014-01-25,8
26,2014-01-25,1
28,2014-01-25,0
30,2014-01-25,2
32,2014-01-25,2
33,2014-01-25,3
34,2014-01-25,2
40,2014-01-25,1
41,2014-01-25,3
42,2014-01-25,0
43,2014-01-25,9
44,2014-01-25,3
45,2014-01-25,2
46,2014-01-25,6
47,2014-01-25,8
48,2014-01-25,5
49,2014-01-25,3
50,2014-01-25,5
52,2014-01-25,4
60,2014-01-25,5
61,2014-01-25,14
62,2014-01-25,8
63,2014-01-25,13
66,2014-01-25,7
67,2014-01-25,11
68,2014-01-25,6
69,2014-01-25,7
70,2014-01-25,7
71,2014-01-25,4
72,2014-01-25,8
73,2014-01-25,3
75,2014-01-25,13
76,2014-01-25,3
77,2014-01-25,4
78,2014-01-25,3
79,2014-01-25,0
81,2014-01-25,3
83,2014-01-25,10
84,2014-01-25,3
88,2014-01-25,0
90,2014-01-25,3
94,2014-01-25,4
100,2014-01-25,3
101,2014-01-25,0
102,2014-01-25,5
103,2014-01-25,7
104,2014-01-25,3
105,2014-01-25,14
106,2014-01-25,5
107,2014-01-25,8
108,2014-01-25,11
109,2014-01-25,9
110,2014-01-25,6
111,2014-01-25,4
112,2014-01-25,6
113,2014-01-25,5
114,2014-01-25,13
115,2014-01-25,7
120,2014-01-25,5
121,2014-01-25,1
122,2014-01-25,4
123,2014-01-25,8
1,2014-01-26,6
5,2014-01-26,2
6,2014-01-26,1
7,2014-01-26,3
9,2014-01-26,1
10,2014-01-26,3
13,2014-01-26,5
14,2014-01-26,9
17,2014-01-26,4
18,2014-01-26,9
19,2014-01-26,12
20,2014-01-26,2
22,2014-01-26,1
23,2014-01-26,3
24,2014-01-26,4
25,2014-01-26,3
26,2014-01-26,0
28,2014-01-26,3
30,2014-01-26,0
32,2014-01-26,1
33,2014-01-26,3
34,2014-01-26,3
40,2014-01-26,2
41,2014-01-26,0
42,2014-01-26,1
43,2014-01-26,9
44,2014-01-26,9
45,2014-01-26,4
46,2014-01-26,8
47,2014-01-26,6
48,2014-01-26,7
49,2014-01-26,6
50,2014-01-26,6
52,2014-01-26,12
60,2014-01-26,4
61,2014-01-26,10
62,2014-01-26,4
63,2014-01-26,9
66,2014-01-26,6
67,2014-01-26,9
68,2014-01-26,9
69,2014-01-26,1
70,2014-01-26,3
71,2014-01-26,6
72,2014-01-26,2
73,2014-01-26,7
75,2014-01-26,5
76,2014-01-26,0
77,2014-01-26,2
78,2014-01-26,9
79,2014-01-26,1
81,2014-01-26,1
83,2014-01-26,3
84,2014-01-26,3
88,2014-01-26,2
90,2014-01-26,4
94,2014-01-26,4
100,2014-01-26,1
101,2014-01-26,0
102,2014-01-26,7
103,2014-01-26,1
104,2014-01-26,8
105,2014-01-26,10
106,2014-01-26,9
107,2014-01-26,6
108,2014-01-26,12
109,2014-01-26,9
110,2014-01-26,10
111,2014-01-26,7
112,2014-01-26,7
113,2014-01-26,2
114,2014-01-26,16
115,2014-01-26,8
120,2014-01-26,2
121,2014-01-26,1
122,2014-01-26,9
123,2014-01-26,5
1,2014-01-27,2
5,2014-01-27,5
6,2014-01-27,3
7,2014-01-27,1
9,2014-01-27,2
10,2014-01-27,5
13,2014-01-27,8
14,2014-01-27,11
17,2014-01-27,9
18,2014-01-27,6
19,2014-01-27,14
20,2014-01-27,8
22,2014-01-27,0
23,2014-01-27,5
24,2014-01-27,5
25,2014-01-27,7
26,2014-01-27,0
28,2014-01-27,3
30,2014-01-27,2
32,2014-01-27,3
33,2014-01-27,4
34,2014-01-27,5
40,2014-01-27,6
41,2014-01-27,4
42,2014-01-27,6
43,2014-01-27,4
44,2014-01-27,5
45,2014-01-27,5
46,2014-01-27,3
47,2014-01-27,8
48,2014-01-27,6
49,2014-01-27,7
50,2014-01-27,1
52,2014-01-27,3
60,2014-01-27,4
61,2014-01-27,6
62,2014-01-27,5
63,2014-01-27,8
66,2014-01-27,8
67,2014-01-27,6
68,2014-01-27,9
69,2014-01-27,2
70,2014-01-27,9
71,2014-01-27,5
72,2014-01-27,10
73,2014-01-27,3
75,2014-01-27,12
76,2014-01-27,2
77,2014-01-27,1
78,2014-01-27,5
79,2014-01-27,7
81,2014-01-27,6
83,2014-01-27,4
84,2014-01-27,2
88,2014-01-27,0
90,2014-01-27,5
94,2014-01-27,6
100,2014-01-27,0
101,2014-01-27,3
102,2014-01-27,9
103,2014-01-27,8
104,2014-01-27,8
105,2014-01-27,13
106,2014-01-27,2
107,2014-01-27,8
108,2014-01-27,11
109,2014-01-27,14
110,2014-01-27,9
111,2014-01-27,8
112,2014-01-27,5
113,2014-01-27,3
114,2014-01-27,8
115,2014-01-27,3
120,2014-01-27,4
121,2014-01-27,2
122,2014-01-27,10
123,2014-01-27,3
1,2014-01-28,5
5,2014-01-28,5
6,2014-01-28,2
7,2014-01-28,1
9,2014-01-28,3
10,2014-01-28,5
13,2014-01-28,9
14,2014-01-28,6
17,2014-01-28,10
18,2014-01-28,12
19,2014-01-28,17
20,2014-01-28,6
22,2014-01-28,1
23,2014-01-28,6
24,2014-01-28,1
25,2014-01-28,4
26,2014-01-28,3
28,2014-01-28,4
30,2014-01-28,2
32,2014-01-28,3
33,2014-01-28,2
34,2014-01-28,7
40,2014-01-28,9
41,2014-01-28,6
42,2014-01-28,1
43,2014-01-28,3
44,2014-01-28,7
45,2014-01-28,4
46,2014-01-28,4
47,2014-01-28,2
48,2014-01-28,6
49,2014-01-28,6
50,2014-01-28,3
52,2014-01-28,7
60,2014-01-28,6
61,2014-01-28,6
62,2014-01-28,8
63,2014-01-28,4
66,2014-01-28,8
67,2014-01-28,6
68,2014-01-28,6
69,2014-01-28,6
70,2014-01-28,3
71,2014-01-28,5
72,2014-01-28,7
73,2014-01-28,7
75,2014-01-28,11
76,2014-01-28,1
77,2014-01-28,4
78,2014-01-28,5
79,2014-01-28,6
81,2014-01-28,2
83,2014-01-28,6
84,2014-01-28,11
88,2014-01-28,6
90,2014-01-28,7
94,2014-01-28,5
100,2014-01-28,1
101,2014-01-28,0
102,2014-01-28,7
103,2014-01-28,6
104,2014-01-28,5
105,2014-01-28,7
106,2014-01-28,4
107,2014-01-28,9
108,2014-01-28,16
109,2014-01-28,16
110,2014-01-28,6
111,2014-01-28,4
112,2014-01-28,6
113,2014-01-28,5
114,2014-01-28,9
115,2014-01-28,4
120,2014-01-28,8
121,2014-01-28,2
122,2014-01-28,8
123,2014-01-28,2
1,2014-01-29,10
5,2014-01-29,3
6,2014-01-29,4
7,2014-01-29,1
9,2014-01-29,2
10,2014-01-29,7
13,2014-01-29,6
14,2014-01-29,13
17,2014-01-29,5
18,2014-01-29,15
19,2014-01-29,23
20,2014-01-29,9
22,2014-01-29,0
23,2014-01-29,5
24,2014-01-29,5
25,2014-01-29,3
26,2014-01-29,2
28,2014-01-29,0
30,2014-01-29,2
32,2014-01-29,5
33,2014-01-29,4
34,2014-01-29,4
40,2014-01-29,5
41,2014-01-29,10
42,2014-01-29,1
43,2014-01-29,3
44,2014-01-29,7
45,2014-01-29,10
46,2014-01-29,6
47,2014-01-29,8
48,2014-01-29,4
49,2014-01-29,5
50,2014-01-29,9
52,2014-01-29,5
60,2014-01-29,6
61,2014-01-29,14
62,2014-01-29,7
63,2014-01-29,7
66,2014-01-29,10
67,2014-01-29,16
68,2014-01-29,8
69,2014-01-29,7
70,2014-01-29,12
71,2014-01-29,7
72,2014-01-29,11
73,2014-01-29,13
75,2014-01-29,10
76,2014-01-29,3
77,2014-01-29,9
78,2014-01-29,5
79,2014-01-29,8
81,2014-01-29,3
83,2014-01-29,7
84,2014-01-29,6
88,2014-01-29,4
90,2014-01-29,13
94,2014-01-29,7
100,2014-01-29,0
101,2014-01-29,4
102,2014-01-29,10
103,2014-01-29,11
104,2014-01-29,8
105,2014-01-29,16
106,2014-01-29,7
107,2014-01-29,9
108,2014-01-29,18
109,2014-01-29,10
110,2014-01-29,11
111,2014-01-29,13
112,2014-01-29,5
113,2014-01-29,10
114,2014-01-29,7
115,2014-01-29,6
120,2014-01-29,7
121,2014-01-29,1
122,2014-01-29,11
123,2014-01-29,6
1,2014-01-30,7
5,2014-01-30,3
6,2014-01-30,2
7,2014-01-30,4
9,2014-01-30,7
10,2014-01-30,11
13,2014-01-30,6
14,2014-01-30,11
17,2014-01-30,9
18,2014-01-30,22
19,2014-01-30,15
20,2014-01-30,6
22,2014-01-30,0
23,2014-01-30,7
24,2014-01-30,1
25,2014-01-30,12
26,2014-01-30,6
28,2014-01-30,2
30,2014-01-30,5
32,2014-01-30,2
33,2014-01-30,4
34,2014-01-30,1
40,2014-01-30,8
41,2014-01-30,1
42,2014-01-30,2
43,2014-01-30,9
44,2014-01-30,3
45,2014-01-30,6
46,2014-01-30,2
47,2014-01-30,8
48,2014-01-30,1
49,2014-01-30,5
50,2014-01-30,6
52,2014-01-30,6
60,2014-01-30,3
61,2014-01-30,11
62,2014-01-30,8
63,2014-01-30,7
66,2014-01-30,11
67,2014-01-30,12
68,2014-01-30,9
69,2014-01-30,4
70,2014-01-30,11
71,2014-01-30,10
72,2014-01-30,11
73,2014-01-30,5
75,2014-01-30,14
76,2014-01-30,6
77,2014-01-30,6
78,2014-01-30,6
79,2014-01-30,6
81,2014-01-30,3
83,2014-01-30,9
84,2014-01-30,5
88,2014-01-30,3
90,2014-01-30,11
94,2014-01-30,6
100,2014-01-30,3
101,2014-01-30,3
102,2014-01-30,11
103,2014-01-30,8
104,2014-01-30,10
105,2014-01-30,19
106,2014-01-30,8
107,2014-01-30,9
108,2014-01-30,11
109,2014-01-30,21
110,2014-01-30,6
111,2014-01-30,7
112,2014-01-30,7
113,2014-01-30,7
114,2014-01-30,17
115,2014-01-30,8
120,2014-01-30,11
121,2014-01-30,2
122,2014-01-30,7
123,2014-01-30,8
1,2014-01-31,7
5,2014-01-31,9
6,2014-01-31,5
7,2014-01-31,1
9,2014-01-31,4
10,2014-01-31,9
13,2014-01-31,12
14,2014-01-31,10
17,2014-01-31,13
18,2014-01-31,13
19,2014-01-31,15
20,2014-01-31,3
22,2014-01-31,1
23,2014-01-31,3
24,2014-01-31,1
25,2014-01-31,2
26,2014-01-31,1
28,2014-01-31,3
30,2014-01-31,1
32,2014-01-31,1
33,2014-01-31,2
34,2014-01-31,2
40,2014-01-31,4
41,2014-01-31,3
42,2014-01-31,3
43,2014-01-31,7
44,2014-01-31,3
45,2014-01-31,6
46,2014-01-31,6
47,2014-01-31,9
48,2014-01-31,8
49,2014-01-31,12
50,2014-01-31,2
52,2014-01-31,7
60,2014-01-31,2
61,2014-01-31,8
62,2014-01-31,6
63,2014-01-31,5
66,2014-01-31,7
67,2014-01-31,12
68,2014-01-31,4
69,2014-01-31,4
70,2014-01-31,6
71,2014-01-31,7
72,2014-01-31,6
73,2014-01-31,3
75,2014-01-31,13
76,2014-01-31,1
77,2014-01-31,4
78,2014-01-31,5
79,2014-01-31,6
81,2014-01-31,5
83,2014-01-31,7
84,2014-01-31,9
88,2014-01-31,3
90,2014-01-31,9
94,2014-01-31,6
100,2014-01-31,1
101,2014-01-31,4
102,2014-01-31,10
103,2014-01-31,6
104,2014-01-31,9
105,2014-01-31,18
106,2014-01-31,5
107,2014-01-31,18
108,2014-01-31,11
109,2014-01-31,12
110,2014-01-31,8
111,2014-01-31,10
112,2014-01-31,2
113,2014-01-31,11
114,2014-01-31,5
115,2014-01-31,9
120,2014-01-31,7
121,2014-01-31,2
122,2014-01-31,4
123,2014-01-31,2
1,2014-02-01,4
5,2014-02-01,6
6,2014-02-01,6
7,2014-02-01,5
9,2014-02-01,6
10,2014-02-01,6
13,2014-02-01,5
14,2014-02-01,11
17,2014-02-01,4
18,2014-02-01,6
19,2014-02-01,9
20,2014-02-01,2
22,2014-02-01,1
23,2014-02-01,5
24,2014-02-01,3
25,2014-02-01,1
26,2014-02-01,2
28,2014-02-01,2
30,2014-02-01,1
32,2014-02-01,3
33,2014-02-01,1
34,2014-02-01,3
40,2014-02-01,5
41,2014-02-01,4
42,2014-02-01,4
43,2014-02-01,4
44,2014-02-01,2
45,2014-02-01,5
46,2014-02-01,5
47,2014-02-01,12
48,2014-02-01,3
49,2014-02-01,7
50,2014-02-01,4
52,2014-02-01,4
60,2014-02-01,2
61,2014-02-01,9
62,2014-02-01,6
63,2014-02-01,10
66,2014-02-01,5
67,2014-02-01,5
68,2014-02-01,6
69,2014-02-01,6
70,2014-02-01,9
71,2014-02-01,5
72,2014-02-01,6
73,2014-02-01,2
75,2014-02-01,16
76,2014-02-01,2
77,2014-02-01,6
78,2014-02-01,8
79,2014-02-01,4
81,2014-02-01,5
83,2014-02-01,4
84,2014-02-01,2
88,2014-02-01,3
90,2014-02-01,5
94,2014-02-01,4
100,2014-02-01,0
101,2014-02-01,2
102,2014-02-01,5
103,2014-02-01,7
104,2014-02-01,11
105,2014-02-01,8
106,2014-02-01,7
107,2014-02-01,5
108,2014-02-01,13
109,2014-02-01,14
110,2014-02-01,3
111,2014-02-01,3
112,2014-02-01,6
113,2014-02-01,4
114,2014-02-01,4
115,2014-02-01,12
120,2014-02-01,9
121,2014-02-01,3
122,2014-02-01,8
123,2014-02-01,3
1,2014-02-02,7
5,2014-02-02,2
6,2014-02-02,1
7,2014-02-02,2
9,2014-02-02,3
10,2014-02-02,12
13,2014-02-02,4
14,2014-02-02,7
17,2014-02-02,5
18,2014-02-02,7
19,2014-02-02,11
20,2014-02-02,0
22,2014-02-02,2
23,2014-02-02,3
24,2014-02-02,2
25,2014-02-02,2
26,2014-02-02,2
28,2014-02-02,1
30,2014-02-02,1
32,2014-02-02,3
33,2014-02-02,1
34,2014-02-02,5
40,2014-02-02,5
41,2014-02-02,1
42,2014-02-02,5
43,2014-02-02,7
44,2014-02-02,7
45,2014-02-02,4
46,2014-02-02,4
47,2014-02-02,5
48,2014-02-02,1
49,2014-02-02,2
50,2014-02-02,4
52,2014-02-02,8
60,2014-02-02,3
61,2014-02-02,10
62,2014-02-02,7
63,2014-02-02,6
66,2014-02-02,5
67,2014-02-02,7
68,2014-02-02,5
69,2014-02-02,1
70,2014-02-02,10
71,2014-02-02,10
72,2014-02-02,2
73,2014-02-02,2
75,2014-02-02,6
76,2014-02-02,2
77,2014-02-02,5
78,2014-02-02,2
79,2014-02-02,3
81,2014-02-02,0
83,2014-02-02,3
84,2014-02-02,3
88,2014-02-02,1
90,2014-02-02,4
94,2014-02-02,6
100,2014-02-02,4
101,2014-02-02,1
102,2014-02-02,6
103,2014-02-02,4
104,2014-02-02,5
105,2014-02-02,11
106,2014-02-02,8
107,2014-02-02,5
108,2014-02-02,9
109,2014-02-02,11
110,2014-02-02,7
111,2014-02-02,5
112,2014-02-02,2
113,2014-02-02,7
114,2014-02-02,9
115,2014-02-02,8
120,2014-02-02,5
